CityPair_IATA	Aerolinea Nombre	Clasificacion	Comercial Av Gral	DistanciaKM
AEP - LUQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	747
AEP - LUQ	LATAM Argentina	Cabotaje	Comercial	747
AEP - LUQ	Línea Aérea SAPSA	Cabotaje	Av. General	747
AEP - LUQ	Línea Aérea SAPSA	Cabotaje	Comercial	747
AEP - LUQ	Macair Jet	Cabotaje	Av. General	747
AEP - VMA	Macair Jet	Cabotaje	Av. General	747
AEP - LUQ	Macair Jet	Cabotaje	Comercial	747
AEP - VMA	Macair Jet	Cabotaje	Comercial	747
AEP - LUQ	N/A	Cabotaje	Av. General	747
AEP - VMA	N/A	Cabotaje	Av. General	747
AEP - LUQ	N/A	Cabotaje	Comercial	747
AEP - VMA	N/A	Cabotaje	Comercial	747
AEP - LUQ	SOL Líneas Aéreas	Cabotaje	Av. General	747
AEP - LUQ	SOL Líneas Aéreas	Cabotaje	Comercial	747
AEP - VMA	SOL Líneas Aéreas	Cabotaje	Comercial	747
MDZ - PZS		Internacional	Comercial	746
JUJ - ORU		Internacional	Comercial	745
CPC - SCL		Internacional	Av. General	745
CPC - SCL		Internacional	Comercial	745
CPC - SCL	Aerocardal	Internacional	Av. General	745
COC - VME	N/A	Cabotaje	Av. General	745
CPC - SCL	N/A	Internacional	Av. General	745
CPC - SCL	N/A	Internacional	Comercial	745
FMA - SLA		Cabotaje	Av. General	744
FMA - SLA		Cabotaje	Comercial	744
FMA - SLA	Fuerza Aérea Argentina	Cabotaje	Av. General	744
FMA - SLA	N/A	Cabotaje	Av. General	744
FMA - SLA	N/A	Cabotaje	Comercial	744
OYO - SFN	N/A	Cabotaje	Av. General	744
OYO - SFN	N/A	Cabotaje	Comercial	744
AFA - RAF		Cabotaje	Av. General	742
AFA - RAF	N/A	Cabotaje	Av. General	742
REL - RSA		Cabotaje	Av. General	742
REL - RSA		Cabotaje	Comercial	742
REL - RSA	American Jet	Cabotaje	Av. General	742
REL - RSA	American Jet	Cabotaje	Comercial	742
REL - RSA	Ejército Argentino	Cabotaje	Av. General	742
REL - RSA	Fuerza Aérea Argentina	Cabotaje	Av. General	742
REL - RSA	Línea Aérea SAPSA	Cabotaje	Comercial	742
REL - RSA	N/A	Cabotaje	Av. General	742
REL - RSA	N/A	Cabotaje	Comercial	742
NQN - OLN	N/A	Cabotaje	Av. General	742
EZE - LUQ		Cabotaje	Av. General	741
EZE - VMA		Cabotaje	Av. General	741
EZE - LUQ		Cabotaje	Comercial	741
EZE - VMA		Cabotaje	Comercial	741
EZE - LUQ	Aerolíneas Argentinas	Cabotaje	Comercial	741
EZE - LUQ	American Jet	Cabotaje	Av. General	741
EZE - VMA	American Jet	Cabotaje	Av. General	741
EZE - LUQ	American Jet	Cabotaje	Comercial	741
EZE - VMA	American Jet	Cabotaje	Comercial	741
EZE - LUQ	Andes Líneas Aéreas	Cabotaje	Comercial	741
EZE - LUQ	Austral Líneas Aéreas	Cabotaje	Comercial	741
EZE - LUQ	Fuerza Aérea Argentina	Cabotaje	Av. General	741
EZE - LUQ	Línea Aérea SAPSA	Cabotaje	Av. General	741
EZE - LUQ	Macair Jet	Cabotaje	Comercial	741
EZE - LUQ	N/A	Cabotaje	Av. General	741
EZE - VMA	N/A	Cabotaje	Av. General	741
EZE - LUQ	N/A	Cabotaje	Comercial	741
EZE - VMA	N/A	Cabotaje	Comercial	741
ANF - CTC	N/A	Internacional	Av. General	741
NQN - RCU		Cabotaje	Av. General	741
NQN - RCU		Cabotaje	Comercial	741
NQN - RCU	American Jet	Cabotaje	Av. General	741
NQN - RCU	American Jet	Cabotaje	Comercial	741
NQN - RCU	Fuerza Aérea Argentina	Cabotaje	Av. General	741
NQN - RCU	N/A	Cabotaje	Av. General	741
NQN - RCU	N/A	Cabotaje	Comercial	741
COC - MDQ		Cabotaje	Av. General	740
COC - MDQ		Cabotaje	Comercial	740
COC - MDQ	Línea Aérea SAPSA	Cabotaje	Av. General	740
COC - MDQ	Línea Aérea SAPSA	Cabotaje	Comercial	740
COC - MDQ	N/A	Cabotaje	Av. General	740
COC - MDQ	N/A	Cabotaje	Comercial	740
RCQ - VME		Cabotaje	Av. General	739
RCQ - VME	Fuerza Aérea Argentina	Cabotaje	Av. General	739
RCQ - VME	N/A	Cabotaje	Av. General	739
CNQ - TTG		Cabotaje	Av. General	739
CNQ - TTG	Ejército Argentino	Cabotaje	Av. General	739
CNQ - TTG	N/A	Cabotaje	Av. General	739
MDX - TUC		Cabotaje	Av. General	739
MDX - TUC	N/A	Cabotaje	Av. General	739
JUJ - LCM	N/A	Cabotaje	Av. General	738
CNQ - ORA		Cabotaje	Av. General	736
CNQ - ORA	Fuerza Aérea Argentina	Cabotaje	Av. General	736
CNQ - ORA	N/A	Cabotaje	Av. General	736
IRJ - ORA	N/A	Cabotaje	Av. General	736
CRD - RYO		Cabotaje	Av. General	736
CRD - RYO	Fuerza Aérea Argentina	Cabotaje	Av. General	736
CRD - RYO	Gendarmería Nacional	Cabotaje	Av. General	736
CRD - RYO	N/A	Cabotaje	Av. General	736
CRD - RYO	N/A	Cabotaje	Comercial	736
CGR - FMA		Internacional	Av. General	735
CGR - FMA		Internacional	Comercial	735
CGR - FMA	N/A	Internacional	Av. General	735
MPN - USH		Cabotaje	Comercial	735
MPN - USH	LATAM	Cabotaje	Comercial	735
MPN - USH	LATAM	Internacional	Comercial	735
MPN - USH	N/A	Cabotaje	Av. General	735
LPG - RLO	N/A	Cabotaje	Av. General	734
OYO - PRA		Cabotaje	Av. General	734
ROS - UAQ		Cabotaje	Av. General	734
ROS - UAQ		Cabotaje	Comercial	734
ROS - UAQ	Aerolíneas Argentinas	Cabotaje	Comercial	734
ROS - UAQ	American Jet	Cabotaje	Comercial	734
ROS - UAQ	Austral Líneas Aéreas	Cabotaje	Comercial	734
ROS - UAQ	Flyest	Cabotaje	Av. General	734
ROS - UAQ	Flyest	Cabotaje	Comercial	734
ROS - UAQ	Línea Aérea SAPSA	Cabotaje	Comercial	734
ROS - UAQ	N/A	Cabotaje	Av. General	734
ROS - UAQ	N/A	Cabotaje	Comercial	734
ROS - UAQ	SOL Líneas Aéreas	Cabotaje	Comercial	734
TUC - UYU		Internacional	Av. General	734
TUC - UYU		Internacional	Comercial	734
NQN - OVR		Cabotaje	Av. General	734
NQN - OVR	N/A	Cabotaje	Av. General	734
NQN - OVR	N/A	Cabotaje	Comercial	734
MDQ - PRA		Cabotaje	Av. General	733
MDQ - PRA		Cabotaje	Comercial	733
MDQ - PRA	Aerolíneas Argentinas	Cabotaje	Comercial	733
MDQ - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	733
MDQ - PRA	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	733
MDQ - PRA	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	733
MDQ - PRA	N/A	Cabotaje	Av. General	733
MDQ - PRA	N/A	Cabotaje	Comercial	733
FLN - PSS		Internacional	Av. General	733
FLN - PSS		Internacional	Comercial	733
FLN - PSS	N/A	Internacional	Av. General	733
FLN - PSS	N/A	Internacional	Comercial	733
ASU - SDE		Internacional	Av. General	732
ASU - SDE	Aerolíneas Argentinas	Internacional	Comercial	732
ASU - SDE	N/A	Internacional	Av. General	732
ASU - SDE	N/A	Internacional	Comercial	732
KNA - NQN		Internacional	Av. General	732
CNQ - SLA		Cabotaje	Av. General	731
CNQ - SLA		Cabotaje	Comercial	731
CNQ - SLA	Aerolíneas Argentinas	Cabotaje	Comercial	731
CNQ - SLA	Armada Argentina	Cabotaje	Av. General	731
CNQ - SLA	Fuerza Aérea Argentina	Cabotaje	Av. General	731
CNQ - SLA	N/A	Cabotaje	Av. General	731
CNQ - SLA	N/A	Cabotaje	Comercial	731
CNQ - SLA	Prefectura Naval Argentina	Cabotaje	Av. General	731
COR - SLA		Cabotaje	Av. General	731
COR - SLA		Cabotaje	Comercial	731
COR - SLA	Aerocardal	Cabotaje	Av. General	731
COR - SLA	Aerolíneas Argentinas	Cabotaje	Av. General	731
COR - SLA	Aerolíneas Argentinas	Cabotaje	Comercial	731
COR - SLA	American Jet	Cabotaje	Av. General	731
COR - SLA	American Jet	Cabotaje	Comercial	731
COR - SLA	Andes Líneas Aéreas	Cabotaje	Comercial	731
COR - SLA	Austral Líneas Aéreas	Cabotaje	Comercial	731
COR - SLA	Ejército Argentino	Cabotaje	Av. General	731
COR - SLA	Execujet Charter	Cabotaje	Av. General	731
COR - SLA	Flybondi	Cabotaje	Av. General	731
COR - SLA	Flybondi	Cabotaje	Comercial	731
COR - SLA	Fuerza Aérea Argentina	Cabotaje	Av. General	731
COR - SLA	Fuerza Aérea Uruguaya	Cabotaje	Av. General	731
COR - SLA	Gendarmería Nacional	Cabotaje	Av. General	731
COR - SLA	JetSMART Airlines	Cabotaje	Comercial	731
COR - SLA	LATAM Argentina	Cabotaje	Comercial	731
COR - SLA	LATAM Perú	Cabotaje	Comercial	731
COR - SLA	Línea Aérea SAPSA	Cabotaje	Av. General	731
COR - SLA	Línea Aérea SAPSA	Cabotaje	Comercial	731
COR - SLA	N/A	Cabotaje	Av. General	731
COR - SLA	N/A	Cabotaje	Comercial	731
COR - SLA	SOL Líneas Aéreas	Cabotaje	Comercial	731
EPA - LUQ		Cabotaje	Av. General	730
EPA - LUQ	Ejército Argentino	Cabotaje	Av. General	730
EPA - LUQ	Fuerza Aérea Argentina	Cabotaje	Av. General	730
EPA - LUQ	Gendarmería Nacional	Cabotaje	Av. General	730
FDO - LUQ		Cabotaje	Av. General	730
FDO - VMA		Cabotaje	Av. General	730
FDO - LUQ		Cabotaje	Comercial	730
FDO - VMA		Cabotaje	Comercial	730
FDO - LUQ	Aerolíneas Argentinas	Cabotaje	Comercial	730
FDO - LUQ	American Jet	Cabotaje	Av. General	730
FDO - VMA	American Jet	Cabotaje	Av. General	730
FDO - LUQ	American Jet	Cabotaje	Comercial	730
FDO - VMA	American Jet	Cabotaje	Comercial	730
FDO - VMA	Ameriflight	Cabotaje	Av. General	730
FDO - LUQ	Línea Aérea SAPSA	Cabotaje	Av. General	730
FDO - LUQ	Línea Aérea SAPSA	Cabotaje	Comercial	730
FDO - VMA	Macair Jet	Cabotaje	Comercial	730
FDO - LUQ	N/A	Cabotaje	Av. General	730
FDO - VMA	N/A	Cabotaje	Av. General	730
FDO - LUQ	N/A	Cabotaje	Comercial	730
FDO - VMA	N/A	Cabotaje	Comercial	730
FDO - LUQ	SOL Líneas Aéreas	Cabotaje	Av. General	730
FDO - LUQ	SOL Líneas Aéreas	Cabotaje	Comercial	730
AFA - ROS		Cabotaje	Av. General	730
AFA - ROS		Cabotaje	Comercial	730
AFA - ROS	Andes Líneas Aéreas	Cabotaje	Comercial	730
AFA - ROS	Austral Líneas Aéreas	Cabotaje	Comercial	730
AFA - ROS	N/A	Cabotaje	Av. General	730
AFA - ROS	N/A	Cabotaje	Comercial	730
LUQ - MOR		Cabotaje	Av. General	729
MOR - VMA		Cabotaje	Av. General	729
LUQ - MOR	Fuerza Aérea Argentina	Cabotaje	Av. General	729
MOR - VMA	Fuerza Aérea Argentina	Cabotaje	Av. General	729
LUQ - MOR	N/A	Cabotaje	Av. General	729
MOR - VMA	N/A	Cabotaje	Av. General	729
IRJ - LGS		Cabotaje	Av. General	729
IRJ - LGS		Cabotaje	Comercial	729
SST - VDM		Cabotaje	Comercial	727
NVT - PSS		Internacional	Av. General	727
NVT - PSS		Internacional	Comercial	727
NVT - PSS	N/A	Internacional	Av. General	727
NVT - PSS	N/A	Internacional	Comercial	727
COC - SDE		Cabotaje	Av. General	727
COC - SDE	N/A	Cabotaje	Av. General	727
LUQ - TUC		Cabotaje	Av. General	726
TUC - VMA		Cabotaje	Av. General	726
LUQ - TUC		Cabotaje	Comercial	726
TUC - VMA		Cabotaje	Comercial	726
LUQ - TUC	Fuerza Aérea Argentina	Cabotaje	Av. General	726
LUQ - TUC	N/A	Cabotaje	Av. General	726
TUC - VMA	N/A	Cabotaje	Av. General	726
LUQ - TUC	N/A	Cabotaje	Comercial	726
COC - GPO		Cabotaje	Av. General	725
COC - GPO	Línea Aérea SAPSA	Cabotaje	Av. General	725
COC - GPO	N/A	Cabotaje	Av. General	725
GNR - RCU		Cabotaje	Av. General	724
MDQ - STY	N/A	Internacional	Av. General	724
RHD - ROS		Cabotaje	Av. General	723
RHD - ROS		Cabotaje	Comercial	723
RHD - ROS	Aerolíneas Argentinas	Cabotaje	Comercial	723
RHD - ROS	American Jet	Cabotaje	Comercial	723
RHD - ROS	Andes Líneas Aéreas	Cabotaje	Comercial	723
RHD - ROS	Fuerza Aérea Argentina	Cabotaje	Av. General	723
RHD - ROS	Gendarmería Nacional	Cabotaje	Av. General	723
RHD - ROS	N/A	Cabotaje	Av. General	723
RHD - ROS	N/A	Cabotaje	Comercial	723
AFA - BHI		Cabotaje	Av. General	722
AFA - BHI		Cabotaje	Comercial	722
AFA - BHI	American Jet	Cabotaje	Av. General	722
AFA - BHI	American Jet	Cabotaje	Comercial	722
AFA - BHI	N/A	Cabotaje	Av. General	722
AFA - BHI	N/A	Cabotaje	Comercial	722
GHU - VMA	N/A	Cabotaje	Av. General	722
EHL - VDM		Cabotaje	Av. General	722
EHL - VDM		Cabotaje	Comercial	722
EHL - VDM	Línea Aérea SAPSA	Cabotaje	Comercial	722
EHL - VDM	N/A	Cabotaje	Comercial	722
IGR - STY		Internacional	Comercial	721
IGR - STY	Avianca Uruguay	Internacional	Av. General	721
IGR - STY	N/A	Internacional	Av. General	721
IGR - STY	N/A	Internacional	Comercial	721
CSZ - LGS		Cabotaje	Av. General	721
CSZ - LGS		Cabotaje	Comercial	721
COC - IGU		Internacional	Av. General	721
COC - IGU	N/A	Internacional	Av. General	721
SFN - UAQ		Cabotaje	Av. General	721
SFN - UAQ		Cabotaje	Comercial	721
SFN - UAQ	Aerolíneas Argentinas	Cabotaje	Comercial	721
SFN - UAQ	American Jet	Cabotaje	Comercial	721
SFN - UAQ	Andes Líneas Aéreas	Cabotaje	Comercial	721
SFN - UAQ	Línea Aérea SAPSA	Cabotaje	Comercial	721
SFN - UAQ	N/A	Cabotaje	Av. General	721
SFN - UAQ	N/A	Cabotaje	Comercial	721
COR - OVR		Cabotaje	Av. General	720
COR - OVR	N/A	Cabotaje	Av. General	720
COR - OVR	N/A	Cabotaje	Comercial	720
FMA - JUJ		Cabotaje	Av. General	720
FMA - JUJ		Cabotaje	Comercial	720
FMA - JUJ	American Jet	Cabotaje	Av. General	720
FMA - JUJ	American Jet	Cabotaje	Comercial	720
FMA - JUJ	Fuerza Aérea Argentina	Cabotaje	Av. General	720
FMA - JUJ	Gendarmería Nacional	Cabotaje	Av. General	720
FMA - JUJ	N/A	Cabotaje	Av. General	720
FMA - JUJ	N/A	Cabotaje	Comercial	720
MDZ - PEH		Cabotaje	Av. General	720
MDZ - PEH	N/A	Cabotaje	Av. General	720
PDI - RCQ	Armada Argentina	Cabotaje	Av. General	720
CPC - PMQ	American Jet	Cabotaje	Comercial	720
CPC - PMQ	N/A	Cabotaje	Av. General	720
CPC - PMQ	N/A	Cabotaje	Comercial	720
CNQ - JUJ		Cabotaje	Av. General	719
CNQ - JUJ		Cabotaje	Comercial	719
CNQ - JUJ	Flybondi	Cabotaje	Comercial	719
CNQ - JUJ	Fuerza Aérea Argentina	Cabotaje	Av. General	719
CNQ - JUJ	N/A	Cabotaje	Av. General	719
CNQ - JUJ	N/A	Cabotaje	Comercial	719
RES - TTG		Cabotaje	Av. General	719
RES - TTG	Ejército Argentino	Cabotaje	Av. General	719
RES - TTG	Fuerza Aérea Argentina	Cabotaje	Av. General	719
RES - TTG	Gendarmería Nacional	Cabotaje	Av. General	719
RES - TTG	N/A	Cabotaje	Av. General	719
CTC - SCL	N/A	Internacional	Av. General	718
MDZ - NCJ		Cabotaje	Av. General	717
MDZ - NCJ		Cabotaje	Comercial	717
MDZ - NCJ	Aerocardal	Cabotaje	Av. General	717
MDZ - NCJ	American Jet	Cabotaje	Comercial	717
MDZ - NCJ	N/A	Cabotaje	Av. General	717
MDZ - NCJ	N/A	Cabotaje	Comercial	717
MLZ - RES	N/A	Internacional	Av. General	717
MLZ - RES	N/A	Internacional	Comercial	717
EPA - RIA	Ejército Argentino	Internacional	Av. General	716
MVD - RCQ		Internacional	Av. General	715
MVD - RCQ		Internacional	Comercial	715
MVD - RCQ	N/A	Internacional	Av. General	715
COR - LPG		Cabotaje	Av. General	715
COR - LPG		Cabotaje	Comercial	715
COR - LPG	Fuerza Aérea Argentina	Cabotaje	Av. General	715
COR - LPG	Macair Jet	Cabotaje	Comercial	715
COR - LPG	N/A	Cabotaje	Av. General	715
COR - LPG	N/A	Cabotaje	Comercial	715
MDQ - OES		Cabotaje	Av. General	714
MDQ - OES		Cabotaje	Comercial	714
MDQ - OES	N/A	Cabotaje	Av. General	714
BHI - LUQ		Cabotaje	Av. General	714
BHI - VMA		Cabotaje	Av. General	714
BHI - LUQ		Cabotaje	Comercial	714
BHI - VMA		Cabotaje	Comercial	714
BHI - LUQ	American Jet	Cabotaje	Av. General	714
BHI - LUQ	American Jet	Cabotaje	Comercial	714
BHI - LUQ	Andes Líneas Aéreas	Cabotaje	Comercial	714
BHI - LUQ	Armada Argentina	Cabotaje	Av. General	714
BHI - LUQ	Fuerza Aérea Argentina	Cabotaje	Av. General	714
BHI - LUQ	N/A	Cabotaje	Av. General	714
BHI - LUQ	N/A	Cabotaje	Comercial	714
ORA - RES	Ejército Argentino	Cabotaje	Av. General	714
ORA - RES	Gendarmería Nacional	Cabotaje	Av. General	714
ORA - RES	N/A	Cabotaje	Comercial	714
COR - CSZ		Cabotaje	Av. General	714
COR - CSZ	N/A	Cabotaje	Av. General	714
CPC - RSA		Cabotaje	Av. General	714
CPC - RSA		Cabotaje	Comercial	714
CPC - RSA	American Jet	Cabotaje	Av. General	714
CPC - RSA	American Jet	Cabotaje	Comercial	714
CPC - RSA	Ejército Argentino	Cabotaje	Av. General	714
CPC - RSA	Fuerza Aérea Argentina	Cabotaje	Av. General	714
CPC - RSA	N/A	Cabotaje	Av. General	714
CPC - RSA	N/A	Cabotaje	Comercial	714
CPC - RSA	Prefectura Naval Argentina	Cabotaje	Av. General	714
AFA - CTC		Cabotaje	Av. General	713
AFA - CTC		Cabotaje	Comercial	713
AFA - CTC	American Jet	Cabotaje	Av. General	713
AFA - CTC	American Jet	Cabotaje	Comercial	713
AFA - CTC	N/A	Cabotaje	Av. General	713
AFA - CTC	N/A	Cabotaje	Comercial	713
MDZ - VRG		Cabotaje	Comercial	712
EQS - VDM		Cabotaje	Av. General	711
EQS - VDM		Cabotaje	Comercial	711
EQS - VDM	N/A	Cabotaje	Av. General	711
EQS - VDM	Prefectura Naval Argentina	Cabotaje	Av. General	711
PRA - TUC		Cabotaje	Av. General	711
PRA - TUC		Cabotaje	Comercial	711
PRA - TUC	American Jet	Cabotaje	Av. General	711
PRA - TUC	American Jet	Cabotaje	Comercial	711
PRA - TUC	Fuerza Aérea Argentina	Cabotaje	Av. General	711
PRA - TUC	Línea Aérea SAPSA	Cabotaje	Av. General	711
PRA - TUC	Línea Aérea SAPSA	Cabotaje	Comercial	711
PRA - TUC	N/A	Cabotaje	Av. General	711
PRA - TUC	N/A	Cabotaje	Comercial	711
PSY - RGA	N/A	Internacional	Av. General	711
MDZ - SDE		Cabotaje	Av. General	710
MDZ - SDE		Cabotaje	Comercial	710
MDZ - SDE	Aerocardal	Cabotaje	Av. General	710
MDZ - SDE	Aerolíneas Argentinas	Cabotaje	Comercial	710
MDZ - SDE	Aerovías DAP	Cabotaje	Av. General	710
MDZ - SDE	American Jet	Cabotaje	Av. General	710
MDZ - SDE	American Jet	Cabotaje	Comercial	710
MDZ - SDE	Flyest	Cabotaje	Comercial	710
MDZ - SDE	Fuerza Aérea Argentina	Cabotaje	Av. General	710
MDZ - SDE	N/A	Cabotaje	Av. General	710
MDZ - SDE	N/A	Cabotaje	Comercial	710
MDZ - SDE	Star Up	Cabotaje	Comercial	710
MDZ - RAF		Cabotaje	Av. General	709
MDZ - RAF		Cabotaje	Comercial	709
MDZ - RAF	N/A	Cabotaje	Av. General	709
MDZ - RAF	N/A	Cabotaje	Comercial	709
COR - KNA		Internacional	Av. General	709
COR - KNA	N/A	Internacional	Av. General	709
COC - IGR		Cabotaje	Av. General	708
COC - IGR		Cabotaje	Comercial	708
COC - IGR	Ejército Argentino	Cabotaje	Av. General	708
COC - IGR	N/A	Cabotaje	Av. General	708
COC - IGR	N/A	Cabotaje	Comercial	708
COC - IGR	Prefectura Naval Argentina	Cabotaje	Av. General	708
CWB - PSS		Internacional	Av. General	708
CWB - PSS	N/A	Internacional	Av. General	708
CWB - PSS	N/A	Internacional	Comercial	708
REL - ULA		Cabotaje	Av. General	706
REL - ULA		Cabotaje	Comercial	706
REL - ULA	American Jet	Cabotaje	Av. General	706
REL - ULA	American Jet	Cabotaje	Comercial	706
REL - ULA	Flybondi	Cabotaje	Comercial	706
REL - ULA	N/A	Cabotaje	Av. General	706
REL - ULA	N/A	Cabotaje	Comercial	706
SFN - VLG		Cabotaje	Av. General	706
SFN - VLG		Cabotaje	Comercial	706
SFN - VLG	N/A	Cabotaje	Av. General	706
FMA - ORA		Cabotaje	Comercial	705
FMA - ORA	Gendarmería Nacional	Cabotaje	Av. General	705
FMA - ORA	N/A	Cabotaje	Av. General	705
RES - SLA		Cabotaje	Av. General	704
RES - SLA		Cabotaje	Comercial	704
RES - SLA	Aerolíneas Argentinas	Cabotaje	Comercial	704
RES - SLA	American Jet	Cabotaje	Av. General	704
RES - SLA	American Jet	Cabotaje	Comercial	704
RES - SLA	Andes Líneas Aéreas	Cabotaje	Comercial	704
RES - SLA	Austral Líneas Aéreas	Cabotaje	Comercial	704
RES - SLA	Ejército Argentino	Cabotaje	Av. General	704
RES - SLA	Fuerza Aérea Argentina	Cabotaje	Av. General	704
RES - SLA	Fuerza Aérea Uruguaya	Cabotaje	Av. General	704
RES - SLA	Gendarmería Nacional	Cabotaje	Av. General	704
RES - SLA	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	704
RES - SLA	N/A	Cabotaje	Av. General	704
RES - SLA	N/A	Cabotaje	Comercial	704
MDZ - RHD		Cabotaje	Av. General	704
MDZ - RHD		Cabotaje	Comercial	704
MDZ - RHD	Avianca	Cabotaje	Comercial	704
MDZ - RHD	Macair Jet	Cabotaje	Comercial	704
MDZ - RHD	N/A	Cabotaje	Av. General	704
MDZ - RHD	N/A	Cabotaje	Comercial	704
EZE - LCM		Cabotaje	Av. General	703
EZE - LCM		Cabotaje	Comercial	703
EZE - LCM	N/A	Cabotaje	Comercial	703
CSZ - REL		Cabotaje	Av. General	703
CPC - CRD		Cabotaje	Av. General	702
CPC - CRD		Cabotaje	Comercial	702
CPC - CRD	Fuerza Aérea Argentina	Cabotaje	Av. General	702
CPC - CRD	N/A	Cabotaje	Av. General	702
CPC - CRD	N/A	Cabotaje	Comercial	702
LPG - VME		Cabotaje	Av. General	702
LPG - VME	N/A	Cabotaje	Av. General	702
FDO - RIA	N/A	Internacional	Av. General	701
ESG - TUC		Internacional	Av. General	701
ESG - TUC		Internacional	Comercial	701
RCU - TUC		Cabotaje	Av. General	700
RCU - TUC		Cabotaje	Comercial	700
RCU - TUC	American Jet	Cabotaje	Av. General	700
RCU - TUC	American Jet	Cabotaje	Comercial	700
RCU - TUC	Fuerza Aérea Argentina	Cabotaje	Av. General	700
RCU - TUC	Línea Aérea SAPSA	Cabotaje	Comercial	700
RCU - TUC	N/A	Cabotaje	Av. General	700
RCU - TUC	N/A	Cabotaje	Comercial	700
AEP - RIA	N/A	Internacional	Av. General	700
CNQ - MLZ		Internacional	Av. General	699
LGS - PEH		Cabotaje	Av. General	699
CNQ - CTC		Cabotaje	Av. General	699
CNQ - CTC	N/A	Cabotaje	Av. General	699
CNQ - CTC	N/A	Cabotaje	Comercial	699
RHD - VME		Cabotaje	Av. General	698
RHD - VME	N/A	Cabotaje	Av. General	698
BHI - MVD		Internacional	Av. General	697
BHI - MVD		Internacional	Comercial	697
BHI - MVD	N/A	Internacional	Av. General	697
BHI - MVD	N/A	Internacional	Comercial	697
AEP - LCM		Cabotaje	Av. General	696
AEP - LCM		Cabotaje	Comercial	696
AEP - LCM	Aerolíneas Argentinas	Cabotaje	Comercial	696
AEP - LCM	N/A	Cabotaje	Av. General	696
AEP - LCM	N/A	Cabotaje	Comercial	696
COR - CYR		Internacional	Av. General	695
COR - CYR	N/A	Internacional	Av. General	695
GNR - MDZ		Cabotaje	Av. General	695
GNR - MDZ	American Jet	Cabotaje	Comercial	695
GNR - MDZ	Línea Aérea SAPSA	Cabotaje	Comercial	695
GNR - MDZ	N/A	Cabotaje	Comercial	695
GNR - MDZ	Southern Air	Cabotaje	Av. General	695
CPC - VDM		Cabotaje	Av. General	694
CPC - VDM		Cabotaje	Comercial	694
CPC - VDM	Fuerza Aérea Argentina	Cabotaje	Av. General	694
CPC - VDM	N/A	Cabotaje	Av. General	694
CPC - VDM	N/A	Cabotaje	Comercial	694
APZ - MDZ		Cabotaje	Av. General	694
APZ - MDZ		Cabotaje	Comercial	694
APZ - MDZ	Ameriflight	Cabotaje	Av. General	694
APZ - MDZ	Ejército Argentino	Cabotaje	Av. General	694
APZ - MDZ	N/A	Cabotaje	Av. General	694
JUJ - RES		Cabotaje	Av. General	694
JUJ - RES		Cabotaje	Comercial	694
JUJ - RES	Aerolíneas Argentinas	Cabotaje	Comercial	694
JUJ - RES	Andes Líneas Aéreas	Cabotaje	Comercial	694
JUJ - RES	Austral Líneas Aéreas	Cabotaje	Comercial	694
JUJ - RES	Ejército Argentino	Cabotaje	Av. General	694
JUJ - RES	Fuerza Aérea Argentina	Cabotaje	Av. General	694
JUJ - RES	N/A	Cabotaje	Av. General	694
JUJ - RES	N/A	Cabotaje	Comercial	694
IRJ - ROS		Cabotaje	Av. General	694
IRJ - ROS		Cabotaje	Comercial	694
IRJ - ROS	N/A	Cabotaje	Av. General	694
IRJ - ROS	N/A	Cabotaje	Comercial	694
MDQ - MLZ	N/A	Internacional	Comercial	694
CTC - TTG		Cabotaje	Av. General	694
CTC - TTG	American Jet	Cabotaje	Av. General	694
CTC - TTG	N/A	Cabotaje	Comercial	694
EZE - VDR		Cabotaje	Av. General	693
EZE - VDR		Cabotaje	Comercial	693
EZE - VDR	American Jet	Cabotaje	Comercial	693
EZE - VDR	Línea Aérea SAPSA	Cabotaje	Av. General	693
EZE - VDR	Línea Aérea SAPSA	Cabotaje	Comercial	693
EZE - VDR	Macair Jet	Cabotaje	Comercial	693
EZE - VDR	N/A	Cabotaje	Av. General	693
EZE - VDR	N/A	Cabotaje	Comercial	693
RSA - SCL	N/A	Internacional	Av. General	692
