CityPair_IATA	Aerolinea Nombre	Clasificacion	Comercial Av Gral	DistanciaKM
COR - RHD	Avianca	Cabotaje	Av. General	434
COR - RHD	Gendarmería Nacional	Cabotaje	Av. General	434
COR - RHD	LATAM Argentina	Cabotaje	Comercial	434
COR - RHD	Macair Jet	Cabotaje	Comercial	434
COR - RHD	N/A	Cabotaje	Av. General	434
COR - RHD	N/A	Cabotaje	Comercial	434
COR - RHD	SOL Líneas Aéreas	Cabotaje	Comercial	434
CRD - EQS		Cabotaje	Av. General	434
CRD - EQS		Cabotaje	Comercial	434
CRD - EQS	Aerolíneas Argentinas	Cabotaje	Comercial	434
CRD - EQS	Ejército Argentino	Cabotaje	Av. General	434
CRD - EQS	Fuerza Aérea Argentina	Cabotaje	Av. General	434
CRD - EQS	Gendarmería Nacional	Cabotaje	Av. General	434
CRD - EQS	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	434
CRD - EQS	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	434
CRD - EQS	N/A	Cabotaje	Av. General	434
CRD - EQS	N/A	Cabotaje	Comercial	434
CRD - EQS	Prefectura Naval Argentina	Cabotaje	Av. General	434
CSZ - EPA	Ejército Argentino	Cabotaje	Av. General	432
CSZ - EPA	Fuerza Aérea Argentina	Cabotaje	Av. General	432
CSZ - EPA	N/A	Cabotaje	Av. General	432
CNQ - ELO		Cabotaje	Av. General	432
CNQ - ELO	N/A	Cabotaje	Av. General	432
EPA - NEC		Cabotaje	Av. General	432
EPA - NEC		Cabotaje	Comercial	432
NQN - YAI		Internacional	Av. General	431
NQN - YAI	N/A	Internacional	Av. General	431
NQN - YAI	N/A	Internacional	Comercial	431
LGS - VME		Cabotaje	Av. General	431
LGS - VME	Fuerza Aérea Argentina	Cabotaje	Av. General	431
LGS - VME	N/A	Cabotaje	Av. General	431
NQN - RSA		Cabotaje	Av. General	431
NQN - RSA		Cabotaje	Comercial	431
NQN - RSA	American Jet	Cabotaje	Comercial	431
NQN - RSA	Bell Helicopter Textron	Cabotaje	Av. General	431
NQN - RSA	Ejército Argentino	Cabotaje	Av. General	431
NQN - RSA	Fuerza Aérea Argentina	Cabotaje	Av. General	431
NQN - RSA	Gendarmería Nacional	Cabotaje	Av. General	431
NQN - RSA	LASA Argentina	Cabotaje	Av. General	431
NQN - RSA	LASA Argentina	Cabotaje	Comercial	431
NQN - RSA	Línea Aérea SAPSA	Cabotaje	Av. General	431
NQN - RSA	Línea Aérea SAPSA	Cabotaje	Comercial	431
NQN - RSA	N/A	Cabotaje	Av. General	431
NQN - RSA	N/A	Cabotaje	Comercial	431
NQN - RSA	Prefectura Naval Argentina	Cabotaje	Av. General	431
IRJ - MDZ		Cabotaje	Av. General	429
IRJ - MDZ		Cabotaje	Comercial	429
IRJ - MDZ	Aerolíneas Argentinas	Cabotaje	Comercial	429
IRJ - MDZ	American Jet	Cabotaje	Comercial	429
IRJ - MDZ	Ameriflight	Cabotaje	Av. General	429
IRJ - MDZ	Ameriflight	Cabotaje	Comercial	429
IRJ - MDZ	Andes Líneas Aéreas	Cabotaje	Comercial	429
IRJ - MDZ	Austral Líneas Aéreas	Cabotaje	Comercial	429
IRJ - MDZ	Bell Helicopter Textron	Cabotaje	Comercial	429
IRJ - MDZ	Ejército Argentino	Cabotaje	Av. General	429
IRJ - MDZ	Fuerza Aérea Argentina	Cabotaje	Av. General	429
IRJ - MDZ	N/A	Cabotaje	Av. General	429
IRJ - MDZ	N/A	Cabotaje	Comercial	429
JSM - REL		Cabotaje	Av. General	428
JSM - REL	N/A	Cabotaje	Av. General	428
JSM - REL	N/A	Cabotaje	Comercial	428
EZE - OYO		Cabotaje	Comercial	428
EZE - OYO	N/A	Cabotaje	Comercial	428
LPG - PRA		Cabotaje	Av. General	428
LPG - PRA		Cabotaje	Comercial	428
LPG - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	428
LPG - PRA	Gendarmería Nacional	Cabotaje	Av. General	428
LPG - PRA	N/A	Cabotaje	Av. General	428
LPG - PRA	N/A	Cabotaje	Comercial	428
EMX - NQN		Cabotaje	Av. General	427
EMX - NQN	N/A	Cabotaje	Av. General	427
GPO - OYO		Cabotaje	Av. General	427
BHI - VRG	Ejército Argentino	Cabotaje	Av. General	427
BHI - VRG	N/A	Cabotaje	Av. General	427
RCU - UAQ		Cabotaje	Av. General	426
RCU - UAQ		Cabotaje	Comercial	426
RCU - UAQ	American Jet	Cabotaje	Av. General	426
RCU - UAQ	American Jet	Cabotaje	Comercial	426
RCU - UAQ	Ameriflight	Cabotaje	Av. General	426
RCU - UAQ	Ameriflight	Cabotaje	Comercial	426
RCU - UAQ	Andes Líneas Aéreas	Cabotaje	Comercial	426
RCU - UAQ	Avianca	Cabotaje	Av. General	426
RCU - UAQ	Avianca	Cabotaje	Comercial	426
RCU - UAQ	Ecocopter SA	Cabotaje	Av. General	426
RCU - UAQ	Ejército Argentino	Cabotaje	Av. General	426
RCU - UAQ	Fuerza Aérea Argentina	Cabotaje	Av. General	426
RCU - UAQ	Macair Jet	Cabotaje	Comercial	426
RCU - UAQ	N/A	Cabotaje	Av. General	426
RCU - UAQ	N/A	Cabotaje	Comercial	426
CTC - RLO		Cabotaje	Av. General	425
CTC - RLO		Cabotaje	Comercial	425
CTC - RLO	N/A	Cabotaje	Av. General	425
FDO - MJR		Cabotaje	Av. General	425
FDO - MJR		Cabotaje	Comercial	425
FDO - MJR	Ameriflight	Cabotaje	Av. General	425
FDO - MJR	N/A	Cabotaje	Av. General	425
FDO - MJR	N/A	Cabotaje	Comercial	425
GHU - MDX	N/A	Cabotaje	Av. General	425
CSZ - MOR		Cabotaje	Av. General	425
CSZ - MOR	N/A	Cabotaje	Av. General	425
RCQ - ROS		Cabotaje	Av. General	424
RCQ - ROS		Cabotaje	Comercial	424
RCQ - ROS	Aerolíneas Argentinas	Cabotaje	Av. General	424
RCQ - ROS	Aerolíneas Argentinas	Cabotaje	Comercial	424
RCQ - ROS	Avianca	Cabotaje	Av. General	424
RCQ - ROS	Avianca	Cabotaje	Comercial	424
RCQ - ROS	Ejército Argentino	Cabotaje	Av. General	424
RCQ - ROS	Fuerza Aérea Argentina	Cabotaje	Av. General	424
RCQ - ROS	Fuerza Aérea Uruguaya	Cabotaje	Av. General	424
RCQ - ROS	Gendarmería Nacional	Cabotaje	Av. General	424
RCQ - ROS	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	424
RCQ - ROS	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	424
RCQ - ROS	Macair Jet	Cabotaje	Comercial	424
RCQ - ROS	N/A	Cabotaje	Av. General	424
RCQ - ROS	N/A	Cabotaje	Comercial	424
RCQ - ROS	Prefectura Naval Argentina	Cabotaje	Av. General	424
MDZ - RCU		Cabotaje	Av. General	424
MDZ - RCU		Cabotaje	Comercial	424
MDZ - RCU	American Jet	Cabotaje	Av. General	424
MDZ - RCU	American Jet	Cabotaje	Comercial	424
MDZ - RCU	Bell Helicopter Textron	Cabotaje	Av. General	424
MDZ - RCU	Ecocopter SA	Cabotaje	Av. General	424
MDZ - RCU	Ecocopter SA	Cabotaje	Comercial	424
MDZ - RCU	Ejército Argentino	Cabotaje	Av. General	424
MDZ - RCU	Fuerza Aérea Argentina	Cabotaje	Av. General	424
MDZ - RCU	N/A	Cabotaje	Av. General	424
MDZ - RCU	N/A	Cabotaje	Comercial	424
FTE - PMQ		Cabotaje	Av. General	424
FTE - PMQ		Cabotaje	Comercial	424
FTE - PMQ	American Jet	Cabotaje	Comercial	424
FTE - PMQ	Fuerza Aérea Argentina	Cabotaje	Av. General	424
FTE - PMQ	Gendarmería Nacional	Cabotaje	Av. General	424
FTE - PMQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	424
FTE - PMQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	424
FTE - PMQ	N/A	Cabotaje	Av. General	424
FTE - PMQ	N/A	Cabotaje	Comercial	424
MOR - NEC		Cabotaje	Av. General	424
MOR - NEC	N/A	Cabotaje	Av. General	424
MOR - NEC	N/A	Cabotaje	Comercial	424
ROS - VDR		Cabotaje	Av. General	423
ROS - VDR		Cabotaje	Comercial	423
ROS - VDR	N/A	Cabotaje	Av. General	423
RGA - RZA		Cabotaje	Av. General	423
RGA - RZA		Cabotaje	Comercial	423
RGA - RZA	N/A	Cabotaje	Av. General	423
AFA - VDR		Cabotaje	Av. General	422
AFA - VDR	N/A	Cabotaje	Av. General	422
PDI - ROS		Cabotaje	Av. General	422
PDI - ROS	Armada Argentina	Cabotaje	Av. General	422
PDI - ROS	Prefectura Naval Argentina	Cabotaje	Av. General	422
RDS - RSA		Cabotaje	Av. General	421
RDS - RSA	N/A	Cabotaje	Av. General	421
BRC - HOS		Cabotaje	Av. General	420
BRC - HOS		Cabotaje	Comercial	420
BRC - HOS	N/A	Cabotaje	Av. General	420
BRC - HOS	N/A	Cabotaje	Comercial	420
CSZ - EZE		Cabotaje	Av. General	420
CSZ - EZE		Cabotaje	Comercial	420
CSZ - EZE	Aerolíneas Argentinas	Cabotaje	Comercial	420
CSZ - EZE	Flybondi	Cabotaje	Comercial	420
CSZ - EZE	Macair Jet	Cabotaje	Av. General	420
CSZ - EZE	N/A	Cabotaje	Av. General	420
CSZ - EZE	N/A	Cabotaje	Comercial	420
RLO - SFN		Cabotaje	Av. General	419
CTC - UAQ		Cabotaje	Av. General	419
CTC - UAQ		Cabotaje	Comercial	419
CTC - UAQ	American Jet	Cabotaje	Av. General	419
CTC - UAQ	American Jet	Cabotaje	Comercial	419
CTC - UAQ	Andes Líneas Aéreas	Cabotaje	Comercial	419
CTC - UAQ	Austral Líneas Aéreas	Cabotaje	Comercial	419
CTC - UAQ	Ejército Argentino	Cabotaje	Av. General	419
CTC - UAQ	Fuerza Aérea Argentina	Cabotaje	Av. General	419
CTC - UAQ	N/A	Cabotaje	Av. General	419
CTC - UAQ	N/A	Cabotaje	Comercial	419
MCS - ROS		Cabotaje	Av. General	418
MCS - ROS	Ejército Argentino	Cabotaje	Av. General	418
AFA - RCU		Cabotaje	Av. General	418
AFA - RCU		Cabotaje	Comercial	418
AFA - RCU	Ejército Argentino	Cabotaje	Av. General	418
AFA - RCU	Fuerza Aérea Argentina	Cabotaje	Av. General	418
AFA - RCU	N/A	Cabotaje	Av. General	418
AFA - RCU	N/A	Cabotaje	Comercial	418
ORA - TUC		Cabotaje	Av. General	418
ORA - TUC		Cabotaje	Comercial	418
ORA - TUC	Ejército Argentino	Cabotaje	Av. General	418
ORA - TUC	Gendarmería Nacional	Cabotaje	Av. General	418
ORA - TUC	N/A	Cabotaje	Av. General	418
ORA - TUC	N/A	Cabotaje	Comercial	418
CTC - SLA		Cabotaje	Av. General	417
CTC - SLA		Cabotaje	Comercial	417
CTC - SLA	Aerocardal	Cabotaje	Av. General	417
CTC - SLA	Aerolíneas Argentinas	Cabotaje	Comercial	417
CTC - SLA	American Jet	Cabotaje	Av. General	417
CTC - SLA	American Jet	Cabotaje	Comercial	417
CTC - SLA	Andes Líneas Aéreas	Cabotaje	Comercial	417
CTC - SLA	Armada Argentina	Cabotaje	Av. General	417
CTC - SLA	Bell Helicopter Textron	Cabotaje	Av. General	417
CTC - SLA	Ejército Argentino	Cabotaje	Av. General	417
CTC - SLA	Fuerza Aérea Argentina	Cabotaje	Av. General	417
CTC - SLA	Línea Aérea SAPSA	Cabotaje	Comercial	417
CTC - SLA	N/A	Cabotaje	Av. General	417
CTC - SLA	N/A	Cabotaje	Comercial	417
BRC - VRG		Cabotaje	Comercial	417
BRC - VRG	N/A	Cabotaje	Av. General	417
RLO - ROS		Cabotaje	Av. General	417
RLO - ROS	N/A	Cabotaje	Av. General	417
RLO - ROS	N/A	Cabotaje	Comercial	417
RLO - ROS	SOL Líneas Aéreas	Cabotaje	Comercial	417
PSS - RCQ		Cabotaje	Av. General	416
PSS - RCQ		Cabotaje	Comercial	416
PSS - RCQ	Armada Argentina	Cabotaje	Av. General	416
PSS - RCQ	Bell Helicopter Textron	Cabotaje	Av. General	416
PSS - RCQ	Bell Helicopter Textron	Cabotaje	Comercial	416
PSS - RCQ	Ecocopter SA	Cabotaje	Av. General	416
PSS - RCQ	Ecocopter SA	Cabotaje	Comercial	416
PSS - RCQ	Ejército Argentino	Cabotaje	Av. General	416
PSS - RCQ	Fuerza Aérea Argentina	Cabotaje	Av. General	416
PSS - RCQ	Gendarmería Nacional	Cabotaje	Av. General	416
PSS - RCQ	N/A	Cabotaje	Av. General	416
PSS - RCQ	N/A	Cabotaje	Comercial	416
PSS - RCQ	Prefectura Naval Argentina	Cabotaje	Av. General	416
PSS - RCQ	Sirio	Cabotaje	Av. General	416
LUQ - RSA		Cabotaje	Av. General	415
RSA - VMA		Cabotaje	Av. General	415
LUQ - RSA		Cabotaje	Comercial	415
LUQ - RSA	Aerolíneas Argentinas	Cabotaje	Comercial	415
LUQ - RSA	Andes Líneas Aéreas	Cabotaje	Comercial	415
LUQ - RSA	Ejército Argentino	Cabotaje	Av. General	415
LUQ - RSA	Fuerza Aérea Argentina	Cabotaje	Av. General	415
LUQ - RSA	N/A	Cabotaje	Av. General	415
RSA - VMA	N/A	Cabotaje	Av. General	415
LUQ - RSA	N/A	Cabotaje	Comercial	415
GPO - ROS		Cabotaje	Av. General	414
GPO - ROS		Cabotaje	Comercial	414
GPO - ROS	N/A	Cabotaje	Av. General	414
GPO - ROS	N/A	Cabotaje	Comercial	414
CVI - REL		Cabotaje	Av. General	412
CVI - REL	N/A	Cabotaje	Av. General	412
IGB - REL	N/A	Cabotaje	Av. General	412
LUQ - SCL	Aerocardal	Internacional	Comercial	412
LUQ - SCL	Andes Líneas Aéreas	Internacional	Comercial	412
LUQ - SCL	N/A	Internacional	Av. General	412
LCM - ROS		Cabotaje	Av. General	412
LCM - ROS		Cabotaje	Comercial	412
LCM - ROS	N/A	Cabotaje	Av. General	412
LCM - ROS	N/A	Cabotaje	Comercial	412
DZO - PRA		Internacional	Av. General	412
DZO - PRA	Fuerza Aérea Uruguaya	Internacional	Av. General	412
ATI - RES		Internacional	Av. General	412
LSQ - NQN	N/A	Internacional	Av. General	411
AEP - MJR		Cabotaje	Av. General	411
AEP - MJR		Cabotaje	Comercial	411
AEP - MJR	Aerolíneas Argentinas	Cabotaje	Comercial	411
AEP - MJR	Avianca	Cabotaje	Comercial	411
AEP - MJR	Fuerza Aérea Argentina	Cabotaje	Av. General	411
AEP - MJR	JetSMART Airlines	Cabotaje	Comercial	411
AEP - MJR	N/A	Cabotaje	Av. General	411
AEP - MJR	N/A	Cabotaje	Comercial	411
BHI - MDQ		Cabotaje	Av. General	411
BHI - MDQ		Cabotaje	Comercial	411
BHI - MDQ	Aerolíneas Argentinas	Cabotaje	Comercial	411
BHI - MDQ	American Jet	Cabotaje	Av. General	411
BHI - MDQ	American Jet	Cabotaje	Comercial	411
BHI - MDQ	Andes Líneas Aéreas	Cabotaje	Comercial	411
BHI - MDQ	Armada Argentina	Cabotaje	Av. General	411
BHI - MDQ	Austral Líneas Aéreas	Cabotaje	Comercial	411
BHI - MDQ	Ejército Argentino	Cabotaje	Av. General	411
BHI - MDQ	Fuerza Aérea Argentina	Cabotaje	Av. General	411
BHI - MDQ	Fuerza Aérea Uruguaya	Cabotaje	Av. General	411
BHI - MDQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	411
BHI - MDQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	411
BHI - MDQ	LASA Argentina	Cabotaje	Av. General	411
BHI - MDQ	LASA Argentina	Cabotaje	Comercial	411
BHI - MDQ	N/A	Cabotaje	Av. General	411
BHI - MDQ	N/A	Cabotaje	Comercial	411
BHI - MDQ	Prefectura Naval Argentina	Cabotaje	Av. General	411
BHI - MDQ	SOL Líneas Aéreas	Cabotaje	Comercial	411
SFN - VDR	N/A	Cabotaje	Comercial	411
COC - LPG		Cabotaje	Av. General	409
COC - LPG	N/A	Cabotaje	Av. General	409
COC - LPG	N/A	Cabotaje	Comercial	409
MDQ - PDP		Internacional	Av. General	408
MDQ - PDP		Internacional	Comercial	408
MDQ - PDP	Amaszonas	Internacional	Av. General	408
MDQ - PDP	American Jet	Internacional	Comercial	408
MDQ - PDP	Andes Líneas Aéreas	Internacional	Comercial	408
MDQ - PDP	Avianca Uruguay	Internacional	Av. General	408
MDQ - PDP	Fuerza Aérea Paraguaya	Internacional	Av. General	408
MDQ - PDP	Fuerza Aérea Uruguaya	Internacional	Av. General	408
MDQ - PDP	Línea Aérea SAPSA	Internacional	Comercial	408
MDQ - PDP	N/A	Internacional	Av. General	408
MDQ - PDP	N/A	Internacional	Comercial	408
EZE - NEC		Cabotaje	Comercial	408
EZE - NEC	N/A	Cabotaje	Comercial	408
EPA - MJR		Cabotaje	Av. General	408
EQS - ZPC	N/A	Internacional	Av. General	408
CNQ - CRR	N/A	Cabotaje	Av. General	406
EZE - SFN		Cabotaje	Av. General	406
EZE - SFN		Cabotaje	Comercial	406
EZE - SFN	Aerolíneas Argentinas	Cabotaje	Comercial	406
EZE - SFN	Aeroméxico	Cabotaje	Comercial	406
EZE - SFN	American Jet	Cabotaje	Av. General	406
EZE - SFN	American Jet	Cabotaje	Comercial	406
EZE - SFN	Andes Líneas Aéreas	Cabotaje	Comercial	406
EZE - SFN	Austral Líneas Aéreas	Cabotaje	Comercial	406
EZE - SFN	Flyest	Cabotaje	Comercial	406
EZE - SFN	Línea Aérea SAPSA	Cabotaje	Comercial	406
EZE - SFN	N/A	Cabotaje	Av. General	406
EZE - SFN	N/A	Cabotaje	Comercial	406
LGS - NQN		Cabotaje	Av. General	405
LGS - NQN		Cabotaje	Comercial	405
LGS - NQN	Aerolíneas Argentinas	Cabotaje	Comercial	405
LGS - NQN	American Jet	Cabotaje	Av. General	405
LGS - NQN	American Jet	Cabotaje	Comercial	405
LGS - NQN	Bell Helicopter Textron	Cabotaje	Av. General	405
LGS - NQN	Ejército Argentino	Cabotaje	Av. General	405
LGS - NQN	Fuerza Aérea Argentina	Cabotaje	Av. General	405
LGS - NQN	Gendarmería Nacional	Cabotaje	Av. General	405
LGS - NQN	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	405
LGS - NQN	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	405
LGS - NQN	N/A	Cabotaje	Av. General	405
LGS - NQN	N/A	Cabotaje	Comercial	405
EQS - PMQ		Cabotaje	Av. General	404
EQS - PMQ		Cabotaje	Comercial	404
EQS - PMQ	American Jet	Cabotaje	Av. General	404
EQS - PMQ	American Jet	Cabotaje	Comercial	404
EQS - PMQ	Gendarmería Nacional	Cabotaje	Av. General	404
EQS - PMQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	404
EQS - PMQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	404
EQS - PMQ	N/A	Cabotaje	Av. General	404
EQS - PMQ	N/A	Cabotaje	Comercial	404
CCP - CPC		Internacional	Comercial	404
CCP - CPC	Aerolíneas Argentinas	Internacional	Comercial	404
DZO - ROS		Internacional	Av. General	403
DZO - ROS		Internacional	Comercial	403
DZO - ROS	Fuerza Aérea Argentina	Internacional	Av. General	403
DZO - ROS	Fuerza Aérea Uruguaya	Internacional	Av. General	403
DZO - ROS	Macair Jet	Internacional	Comercial	403
DZO - ROS	N/A	Internacional	Av. General	403
PSS - RVY	N/A	Internacional	Av. General	402
OYO - RSA		Cabotaje	Av. General	402
OYO - RSA		Cabotaje	Comercial	402
OYO - RSA	N/A	Cabotaje	Av. General	402
MJR - MOR		Cabotaje	Av. General	401
MJR - MOR	N/A	Cabotaje	Av. General	401
MJR - MOR	N/A	Cabotaje	Comercial	401
VDM - VRG	N/A	Cabotaje	Comercial	401
OLN - REL		Cabotaje	Av. General	401
OLN - REL	Aerolíneas Argentinas	Cabotaje	Comercial	401
OLN - REL	N/A	Cabotaje	Av. General	401
COR - UAQ		Cabotaje	Av. General	401
COR - UAQ		Cabotaje	Comercial	401
COR - UAQ	Aerolíneas Argentinas	Cabotaje	Comercial	401
COR - UAQ	American Jet	Cabotaje	Av. General	401
COR - UAQ	American Jet	Cabotaje	Comercial	401
COR - UAQ	Andes Líneas Aéreas	Cabotaje	Comercial	401
COR - UAQ	Austral Líneas Aéreas	Cabotaje	Comercial	401
COR - UAQ	Avianca	Cabotaje	Av. General	401
COR - UAQ	Avianca	Cabotaje	Comercial	401
COR - UAQ	Ejército Argentino	Cabotaje	Av. General	401
COR - UAQ	Flybondi	Cabotaje	Comercial	401
COR - UAQ	Flyest	Cabotaje	Comercial	401
COR - UAQ	Fuerza Aérea Argentina	Cabotaje	Av. General	401
COR - UAQ	Gendarmería Nacional	Cabotaje	Av. General	401
COR - UAQ	Helicol	Cabotaje	Av. General	401
COR - UAQ	Helicol	Cabotaje	Comercial	401
COR - UAQ	Macair Jet	Cabotaje	Av. General	401
COR - UAQ	Macair Jet	Cabotaje	Comercial	401
COR - UAQ	N/A	Cabotaje	Av. General	401
COR - UAQ	N/A	Cabotaje	Comercial	401
COR - UAQ	Qatar Executive	Cabotaje	Av. General	401
PEH - VME		Cabotaje	Av. General	399
LPG - NEC	N/A	Cabotaje	Av. General	399
PEH - VME	N/A	Cabotaje	Av. General	399
PNT - RGA	N/A	Internacional	Av. General	398
PNT - RGA	N/A	Internacional	Comercial	398
GNR - RSA		Cabotaje	Av. General	398
GNR - RSA		Cabotaje	Comercial	398
GNR - RSA	Ameriflight	Cabotaje	Av. General	398
GNR - RSA	N/A	Cabotaje	Av. General	398
FDO - MDQ		Cabotaje	Av. General	398
FDO - MDQ		Cabotaje	Comercial	398
FDO - MDQ	Aeroandina	Cabotaje	Av. General	398
FDO - MDQ	American Jet	Cabotaje	Av. General	398
FDO - MDQ	American Jet	Cabotaje	Comercial	398
FDO - MDQ	Ameriflight	Cabotaje	Av. General	398
FDO - MDQ	Ameriflight	Cabotaje	Comercial	398
FDO - MDQ	Andes Líneas Aéreas	Cabotaje	Comercial	398
FDO - MDQ	Austral Líneas Aéreas	Cabotaje	Av. General	398
FDO - MDQ	Austral Líneas Aéreas	Cabotaje	Comercial	398
FDO - MDQ	Chief of Staff, United States Air Force	Cabotaje	Av. General	398
FDO - MDQ	Dassault Aviation	Cabotaje	Av. General	398
FDO - MDQ	Ejército Argentino	Cabotaje	Av. General	398
FDO - MDQ	Fuerza Aérea Argentina	Cabotaje	Av. General	398
FDO - MDQ	Fuerza Aérea Uruguaya	Cabotaje	Av. General	398
FDO - MDQ	Gendarmería Nacional	Cabotaje	Av. General	398
FDO - MDQ	Gestair	Cabotaje	Av. General	398
FDO - MDQ	Gestair	Cabotaje	Comercial	398
FDO - MDQ	Interjet	Cabotaje	Av. General	398
FDO - MDQ	Interjet	Cabotaje	Comercial	398
FDO - MDQ	Línea Aérea SAPSA	Cabotaje	Av. General	398
FDO - MDQ	Línea Aérea SAPSA	Cabotaje	Comercial	398
FDO - MDQ	N/A	Cabotaje	Av. General	398
FDO - MDQ	N/A	Cabotaje	Comercial	398
FDO - MDQ	Prefectura Naval Argentina	Cabotaje	Av. General	398
EQS - ZAL	N/A	Internacional	Av. General	398
LSC - MDZ		Internacional	Av. General	397
LSC - MDZ		Internacional	Comercial	397
LSC - MDZ	JetSMART Airlines	Internacional	Comercial	397
LSC - MDZ	N/A	Internacional	Av. General	397
LSC - MDZ	N/A	Internacional	Comercial	397
CPC - YAI	N/A	Internacional	Av. General	397
COR - SDE		Cabotaje	Av. General	396
COR - SDE		Cabotaje	Comercial	396
COR - SDE	Aerolíneas Argentinas	Cabotaje	Comercial	396
COR - SDE	American Jet	Cabotaje	Av. General	396
COR - SDE	American Jet	Cabotaje	Comercial	396
COR - SDE	Austral Líneas Aéreas	Cabotaje	Comercial	396
COR - SDE	Ejército Argentino	Cabotaje	Av. General	396
COR - SDE	Flybondi	Cabotaje	Comercial	396
COR - SDE	Fuerza Aérea Argentina	Cabotaje	Av. General	396
COR - SDE	Gendarmería Nacional	Cabotaje	Av. General	396
COR - SDE	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	396
COR - SDE	N/A	Cabotaje	Av. General	396
COR - SDE	N/A	Cabotaje	Comercial	396
COR - SDE	Prefectura Naval Argentina	Cabotaje	Av. General	396
COC - EZE		Cabotaje	Av. General	396
COC - EZE		Cabotaje	Comercial	396
COC - EZE	Aerolíneas Argentinas	Cabotaje	Comercial	396
COC - EZE	N/A	Cabotaje	Av. General	396
COC - EZE	N/A	Cabotaje	Comercial	396
AOL - PRA	Gendarmería Nacional	Cabotaje	Av. General	395
PRQ - SDE		Cabotaje	Av. General	395
PRQ - SDE	Ejército Argentino	Cabotaje	Av. General	395
PRQ - SDE	Gendarmería Nacional	Cabotaje	Av. General	395
PRQ - SDE	N/A	Cabotaje	Av. General	395
PRQ - SDE	N/A	Cabotaje	Comercial	395
LCM - RHD	N/A	Cabotaje	Comercial	395
LCM - PRA		Cabotaje	Av. General	395
LCM - PRA		Cabotaje	Comercial	395
CSZ - VDM		Cabotaje	Av. General	393
CSZ - VDM		Cabotaje	Comercial	393
CSZ - VDM	N/A	Cabotaje	Av. General	393
CRD - ULA		Cabotaje	Av. General	393
CRD - ULA		Cabotaje	Comercial	393
CRD - ULA	Aerolíneas Argentinas	Cabotaje	Av. General	393
CRD - ULA	American Jet	Cabotaje	Av. General	393
CRD - ULA	American Jet	Cabotaje	Comercial	393
CRD - ULA	Armada Argentina	Cabotaje	Av. General	393
CRD - ULA	Fuerza Aérea Argentina	Cabotaje	Av. General	393
CRD - ULA	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	393
CRD - ULA	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	393
CRD - ULA	N/A	Cabotaje	Av. General	393
CRD - ULA	N/A	Cabotaje	Comercial	393
GPO - RLO		Cabotaje	Av. General	391
ENO - MDQ		Cabotaje	Av. General	391
ENO - MDQ		Cabotaje	Comercial	391
ENO - MDQ	Fuerza Aérea Argentina	Cabotaje	Av. General	391
ENO - MDQ	N/A	Cabotaje	Av. General	391
APZ - LGS		Cabotaje	Av. General	391
APZ - LGS	N/A	Cabotaje	Av. General	391
CRD - GGS		Cabotaje	Av. General	390
CRD - GGS		Cabotaje	Comercial	390
CRD - GGS	Ejército Argentino	Cabotaje	Av. General	390
CRD - GGS	N/A	Cabotaje	Av. General	390
RCU - RSA		Cabotaje	Av. General	390
RCU - RSA		Cabotaje	Comercial	390
RCU - RSA	Aerolíneas Argentinas	Cabotaje	Comercial	390
RCU - RSA	Andes Líneas Aéreas	Cabotaje	Comercial	390
RCU - RSA	Armada Argentina	Cabotaje	Av. General	390
RCU - RSA	Ejército Argentino	Cabotaje	Av. General	390
RCU - RSA	Fuerza Aérea Argentina	Cabotaje	Av. General	390
RCU - RSA	N/A	Cabotaje	Av. General	390
RCU - RSA	N/A	Cabotaje	Comercial	390
CYR - PRA		Internacional	Av. General	389
CYR - PRA	N/A	Internacional	Av. General	389
NQN - PZS		Internacional	Av. General	389
NQN - PZS		Internacional	Comercial	389
NQN - PZS	American Jet	Internacional	Comercial	389
NQN - PZS	N/A	Internacional	Av. General	389
NQN - PZS	N/A	Internacional	Comercial	389
AEP - SFN		Cabotaje	Av. General	388
AEP - SFN		Cabotaje	Comercial	388
AEP - SFN	Aerolíneas Argentinas	Cabotaje	Av. General	388
AEP - SFN	Aerolíneas Argentinas	Cabotaje	Comercial	388
AEP - SFN	American Jet	Cabotaje	Av. General	388
AEP - SFN	American Jet	Cabotaje	Comercial	388
AEP - SFN	Andes Líneas Aéreas	Cabotaje	Comercial	388
AEP - SFN	Armada Argentina	Cabotaje	Av. General	388
AEP - SFN	Austral Líneas Aéreas	Cabotaje	Av. General	388
