A¤o;RutaCompleta;Aerolinea Nombre;Clase de vuelo;Pax;Asientos_Pax;Vuelos
2025;AEP - NQN;;No Regular Cabotaje;93,5;95;28,5
2023;AEP - NQN;;Regular Cabotaje;0,5;0;0,5
2023;AEP - NVT;;No Regular Internacional;0;0;1
2025;AEP - NVT;;No Regular Internacional;0;0;1
2023;AEP - OES;;Av. Gral Cabotaje;2,5;;1,5
2024;AEP - OES;;Av. Gral Cabotaje;6;;1
2025;AEP - OES;;No Regular Cabotaje;1,5;0;0,5
2024;AEP - ORA;;Av. Gral Cabotaje;3,5;;0,5
2022;AEP - OVR;;Av. Gral Cabotaje;0;;0,5
2023;AEP - OVR;;Av. Gral Cabotaje;17;0;1,5
2024;AEP - OVR;;Av. Gral Cabotaje;1;;0,5
2025;AEP - OVR;;Av. Gral Cabotaje;4,5;;1,5
2022;AEP - OVR;;No Regular Cabotaje;3,5;0;1
2022;AEP - OYA;;Av. Gral Cabotaje;6;0;1
2023;AEP - OYA;;Av. Gral Cabotaje;9;0;4,5
2024;AEP - OYA;;Av. Gral Cabotaje;23,5;;3,5
2025;AEP - OYA;;Av. Gral Cabotaje;3;0;1
2023;AEP - OYA;;No Regular Cabotaje;1;0;0,5
2024;AEP - OYA;;No Regular Cabotaje;0;95;0,5
2025;AEP - OYA;;No Regular Cabotaje;2,5;0;1
2022;AEP - OYO;;Av. Gral Cabotaje;4;;1
2023;AEP - OYO;;Av. Gral Cabotaje;2;;0,5
2024;AEP - OYO;;Av. Gral Cabotaje;2;0;1,5
2025;AEP - OYO;;Av. Gral Cabotaje;1;;0,5
2022;AEP - OYO;;No Regular Cabotaje;5,5;;1,5
2023;AEP - OYO;;No Regular Cabotaje;0;;1,5
2024;AEP - OYO;;No Regular Cabotaje;0;0;0,5
2024;AEP - PBI;;Av. Gral Internacional;5;;1
2025;AEP - PBI;;Av. Gral Internacional;12;0;2
2022;AEP - PBI;;No Regular Internacional;0;0;2
2024;AEP - PBI;;No Regular Internacional;5;0;2
2022;AEP - PDI;;Av. Gral Cabotaje;5,5;19;4,5
2023;AEP - PDI;;Av. Gral Cabotaje;20;;20,5
2024;AEP - PDI;;Av. Gral Cabotaje;7,5;;10,5
2025;AEP - PDI;;Av. Gral Cabotaje;9,5;;16
2024;AEP - PDI;;No Regular Cabotaje;1;;0,5
2025;AEP - PDI;;No Regular Cabotaje;3;;2
2022;AEP - PDP;;Av. Gral Internacional;106;0;35
2023;AEP - PDP;;Av. Gral Internacional;69;439;30
2024;AEP - PDP;;Av. Gral Internacional;75;0;20
2025;AEP - PDP;;Av. Gral Internacional;93;186;47
2022;AEP - PDP;;No Regular Internacional;283;737;132
2023;AEP - PDP;;No Regular Internacional;246;869;95
2024;AEP - PDP;;No Regular Internacional;206;0;87
2025;AEP - PDP;;No Regular Internacional;327;756;157
2022;AEP - PEH;;Av. Gral Cabotaje;1;0;0,5
2024;AEP - PEH;;Av. Gral Cabotaje;2;0;1
2025;AEP - PEH;;Av. Gral Cabotaje;50,5;0;6,5
2022;AEP - PEH;;No Regular Cabotaje;2,5;;0,5
2024;AEP - PEH;;No Regular Cabotaje;2;0;1,5
2025;AEP - PEH;;No Regular Cabotaje;15;0;8
2023;AEP - PET;;No Regular Internacional;6;0;2
2024;AEP - PHL;;No Regular Internacional;1;;1
2025;AEP - PHL;;Regular Internacional;4;0;1
2023;AEP - PIO;;Av. Gral Internacional;0;0;1
2023;AEP - PMC;;Av. Gral Internacional;0;0;1
2025;AEP - PMC;;Av. Gral Internacional;14;0;2
2024;AEP - PMI;;Av. Gral Internacional;2;;1
2022;AEP - PMQ;;Av. Gral Cabotaje;1,5;;0,5
2023;AEP - PMQ;;No Regular Cabotaje;5,5;;1
2024;AEP - PMQ;;No Regular Cabotaje;1;;0,5
2025;AEP - PMQ;;No Regular Cabotaje;9;0;1,5
2022;AEP - PMY;;Av. Gral Cabotaje;28,5;98;4
2023;AEP - PMY;;Av. Gral Cabotaje;6,5;0;1,5
2024;AEP - PMY;;Av. Gral Cabotaje;2,5;284;6
2025;AEP - PMY;;Av. Gral Cabotaje;8,5;95;4,5
2022;AEP - PMY;;No Regular Cabotaje;21;33;5
2023;AEP - PMY;;No Regular Cabotaje;613;804;12
2024;AEP - PMY;;No Regular Cabotaje;72,5;473;8,5
2025;AEP - PMY;;No Regular Cabotaje;8;0;4,5
2022;AEP - PMY;;Regular Cabotaje;75,5;85;0,5
2023;AEP - PMY;;Regular Cabotaje;284;369;2
2024;AEP - PMY;;Regular Cabotaje;314,5;338;2
2023;AEP - PNT;;Av. Gral Internacional;5;0;1
2023;AEP - PNT;;No Regular Internacional;1;0;1
2022;AEP - POA;;Av. Gral Internacional;279;564;4
2023;AEP - POA;;Av. Gral Internacional;25;0;2
2024;AEP - POA;;Av. Gral Internacional;5;;1
2025;AEP - POA;;Av. Gral Internacional;0;;1
2022;AEP - POA;;No Regular Internacional;2;0;1
2023;AEP - POA;;No Regular Internacional;34;189;4
2025;AEP - POA;;No Regular Internacional;8;0;1
2022;AEP - PRA;;Av. Gral Cabotaje;470;1223;151,5
2023;AEP - PRA;;Av. Gral Cabotaje;644,5;1617;141
2024;AEP - PRA;;Av. Gral Cabotaje;260;336;113,5
2025;AEP - PRA;;Av. Gral Cabotaje;56,5;126;23
2022;AEP - PRA;;No Regular Cabotaje;89,5;243;7,5
2023;AEP - PRA;;No Regular Cabotaje;40;0;14
2024;AEP - PRA;;No Regular Cabotaje;21,5;10;8
2025;AEP - PRA;;No Regular Cabotaje;39;51;10,5
2022;AEP - PRA;;Regular Cabotaje;110;144;1,5
2023;AEP - PRA;;Regular Cabotaje;37;48;1
2024;AEP - PRA;;Regular Cabotaje;0;0;2
2025;AEP - PRA;;Regular Cabotaje;8;22;1
2025;AEP - PRQ;;Av. Gral Cabotaje;24;0;1
2022;AEP - PRQ;;No Regular Cabotaje;2,5;;0,5
2022;AEP - PSS;;Av. Gral Cabotaje;259,5;332;42,5
2023;AEP - PSS;;Av. Gral Cabotaje;193,5;98;29,5
2024;AEP - PSS;;Av. Gral Cabotaje;52,5;120;21
2025;AEP - PSS;;Av. Gral Cabotaje;43;19;14
2022;AEP - PSS;;No Regular Cabotaje;79,5;0;21,5
2023;AEP - PSS;;No Regular Cabotaje;272,5;200;26,5
2024;AEP - PSS;;No Regular Cabotaje;191,5;62;23
2025;AEP - PSS;;No Regular Cabotaje;91;10;15,5
2022;AEP - PSS;;Regular Cabotaje;182,5;189;1
2023;AEP - PSS;;Regular Cabotaje;320;391;2,5
2024;AEP - PSS;;Regular Cabotaje;718,5;820;4,5
2025;AEP - PSS;;Regular Cabotaje;7,5;22;0,5
2025;AEP - PTY;;Av. Gral Internacional;5;0;1
2022;AEP - PUD;;Av. Gral Cabotaje;2;0;0,5
2022;AEP - RAF;;Av. Gral Cabotaje;2;;3,5
2023;AEP - RAF;;Av. Gral Cabotaje;34;34;10
2024;AEP - RAF;;Av. Gral Cabotaje;15;0;6,5
2025;AEP - RAF;;Av. Gral Cabotaje;18,5;0;5
2022;AEP - RAF;;No Regular Cabotaje;9,5;0;4,5
2023;AEP - RAF;;No Regular Cabotaje;28;0;17
2024;AEP - RAF;;No Regular Cabotaje;44;0;18,5
2025;AEP - RAF;;No Regular Cabotaje;33,5;0;16,5
2022;AEP - RCQ;;Av. Gral Cabotaje;40;347;9
2023;AEP - RCQ;;Av. Gral Cabotaje;273;814;19,5
2024;AEP - RCQ;;Av. Gral Cabotaje;255,5;377;11
2025;AEP - RCQ;;Av. Gral Cabotaje;43,5;44;5,5
2023;AEP - RCQ;;No Regular Cabotaje;7;33;1,5
2024;AEP - RCQ;;No Regular Cabotaje;7;189;3
2025;AEP - RCQ;;No Regular Cabotaje;6;0;1
2023;AEP - RCQ;;Regular Cabotaje;0;33;0,5
2022;AEP - RCU;;Av. Gral Cabotaje;16,5;84;8
2023;AEP - RCU;;Av. Gral Cabotaje;191;492;20
2024;AEP - RCU;;Av. Gral Cabotaje;222;138;23
2025;AEP - RCU;;Av. Gral Cabotaje;817;1437;37
2022;AEP - RCU;;No Regular Cabotaje;7;0;1
2023;AEP - RCU;;No Regular Cabotaje;15,5;0;3
2024;AEP - RCU;;No Regular Cabotaje;26;44;3,5
2025;AEP - RCU;;No Regular Cabotaje;22,5;66;4
2022;AEP - RCU;;Regular Cabotaje;718;1056;11
2023;AEP - RCU;;Regular Cabotaje;144;192;2
2025;AEP - RCU;;Regular Cabotaje;359,5;432;4,5
2023;AEP - REC;;Av. Gral Internacional;14;;2
2024;AEP - REC;;Av. Gral Internacional;0;0;1
2023;AEP - REC;;Regular Internacional;40;0;1
2022;AEP - REL;;Av. Gral Cabotaje;240,5;295;38,5
2023;AEP - REL;;Av. Gral Cabotaje;301,5;726;23,5
2024;AEP - REL;;Av. Gral Cabotaje;24;0;9,5
2025;AEP - REL;;Av. Gral Cabotaje;159;115;70
2022;AEP - REL;;No Regular Cabotaje;18;0;11
2023;AEP - REL;;No Regular Cabotaje;12;0;4
2024;AEP - REL;;No Regular Cabotaje;10,5;95;4,5
2025;AEP - REL;;No Regular Cabotaje;125;93;24,5
2025;AEP - REL;;Regular Cabotaje;8;0;1
2022;AEP - RES;;Av. Gral Cabotaje;250;89;50
2023;AEP - RES;;Av. Gral Cabotaje;140,5;110;25,5
2024;AEP - RES;;Av. Gral Cabotaje;29,5;0;7
2025;AEP - RES;;Av. Gral Cabotaje;191;155;34
2022;AEP - RES;;No Regular Cabotaje;86,5;95;20,5
2023;AEP - RES;;No Regular Cabotaje;30;0;8,5
2024;AEP - RES;;No Regular Cabotaje;40;0;9
2025;AEP - RES;;No Regular Cabotaje;58;0;16
2024;AEP - RES;;Regular Cabotaje;79;96;1,5
2025;AEP - RES;;Regular Cabotaje;48;48;0,5
2022;AEP - RGA;;Av. Gral Cabotaje;132;282;7
2023;AEP - RGA;;Av. Gral Cabotaje;17;0;4,5
2024;AEP - RGA;;Av. Gral Cabotaje;0;0;0,5
2025;AEP - RGA;;Av. Gral Cabotaje;4;0;2
2022;AEP - RGA;;No Regular Cabotaje;20,5;4;6
2023;AEP - RGA;;No Regular Cabotaje;31,5;0;8,5
2024;AEP - RGA;;No Regular Cabotaje;7;0;4
2025;AEP - RGA;;No Regular Cabotaje;9;0;2
2022;AEP - RGL;;Av. Gral Cabotaje;129;286;41
2023;AEP - RGL;;Av. Gral Cabotaje;199;445;53,5
2024;AEP - RGL;;Av. Gral Cabotaje;95,5;212;14,5
2025;AEP - RGL;;Av. Gral Cabotaje;45;55;18,5
2022;AEP - RGL;;No Regular Cabotaje;24;4;16
2023;AEP - RGL;;No Regular Cabotaje;91;98;64
2024;AEP - RGL;;No Regular Cabotaje;20,5;0;10,5
2025;AEP - RGL;;No Regular Cabotaje;19,5;0;11,5
2022;AEP - RGL;;Regular Cabotaje;0;0;0,5
2023;AEP - RGL;;Regular Cabotaje;69;64;2
2022;AEP - RHD;;Av. Gral Cabotaje;32,5;9;8
2023;AEP - RHD;;Av. Gral Cabotaje;7;5;1,5
2025;AEP - RHD;;Av. Gral Cabotaje;2;;0,5
2022;AEP - RHD;;No Regular Cabotaje;95,5;96;4,5
2023;AEP - RHD;;No Regular Cabotaje;5,5;0;1
2024;AEP - RHD;;No Regular Cabotaje;4;0;0,5
2025;AEP - RHD;;No Regular Cabotaje;17,5;0;3,5
2022;AEP - RLO;;Av. Gral Cabotaje;230,5;437;7
2023;AEP - RLO;;Av. Gral Cabotaje;2,5;;0,5
2022;AEP - RLO;;No Regular Cabotaje;0,5;;0,5
2025;AEP - RLO;;No Regular Cabotaje;5,5;;0,5
2022;AEP - ROS;;Av. Gral Cabotaje;156,5;5;49
2023;AEP - ROS;;Av. Gral Cabotaje;418,5;845;121,5
2024;AEP - ROS;;Av. Gral Cabotaje;308;691;94
2025;AEP - ROS;;Av. Gral Cabotaje;193;88;63,5
2022;AEP - ROS;;No Regular Cabotaje;99,5;5;37
2023;AEP - ROS;;No Regular Cabotaje;155;382;51
2024;AEP - ROS;;No Regular Cabotaje;73;208;34,5
2025;AEP - ROS;;No Regular Cabotaje;54,5;0;31,5
2022;AEP - ROS;;Regular Cabotaje;22;85;0,5
2023;AEP - ROS;;Regular Cabotaje;130,5;214;2,5
2024;AEP - ROS;;Regular Cabotaje;86,5;96;1
2025;AEP - ROS;;Regular Cabotaje;78;112;1,5
2022;AEP - RSA;;Av. Gral Cabotaje;246;189;88
2023;AEP - RSA;;Av. Gral Cabotaje;324;141;93
2024;AEP - RSA;;Av. Gral Cabotaje;101,5;0;42,5
2025;AEP - RSA;;Av. Gral Cabotaje;115,5;0;45,5
2022;AEP - RSA;;No Regular Cabotaje;102;25;35
2023;AEP - RSA;;No Regular Cabotaje;71,5;5;25,5
2024;AEP - RSA;;No Regular Cabotaje;52,5;19;15
2025;AEP - RSA;;No Regular Cabotaje;22,5;0;15,5
2023;AEP - RSA;;Regular Cabotaje;61,5;96;1
2024;AEP - RSA;;Regular Cabotaje;86,5;96;1
2025;AEP - RSA;;Regular Cabotaje;38;48;0,5
2023;AEP - RVY;;Av. Gral Internacional;0;;1
2023;AEP - RVY;;No Regular Internacional;1;;1
2022;AEP - RYO;;Av. Gral Cabotaje;2;;0,5
2025;AEP - RZA;;Av. Gral Cabotaje;0;0;0,5
2023;AEP - RZA;;No Regular Cabotaje;0;0;0,5
2025;AEP - RZA;;No Regular Cabotaje;5,5;0;2,5
2024;AEP - SAL;;Av. Gral Internacional;14;0;1
2022;AEP - SCL;;Av. Gral Internacional;245;705;16
2023;AEP - SCL;;Av. Gral Internacional;183;141;8
2024;AEP - SCL;;Av. Gral Internacional;45;0;2
2025;AEP - SCL;;Av. Gral Internacional;0;0;2
2022;AEP - SCL;;No Regular Internacional;200;186;7
2023;AEP - SCL;;No Regular Internacional;9;0;4
2024;AEP - SCL;;No Regular Internacional;6;0;2
2025;AEP - SCL;;No Regular Internacional;34;0;7
2022;AEP - SCL;;Regular Internacional;155;186;1
2022;AEP - SDE;;Av. Gral Cabotaje;791;597;168
2023;AEP - SDE;;Av. Gral Cabotaje;711;1006;137,5
2024;AEP - SDE;;Av. Gral Cabotaje;245,5;65;96
2025;AEP - SDE;;Av. Gral Cabotaje;374;225;103
2022;AEP - SDE;;No Regular Cabotaje;100;0;47
2023;AEP - SDE;;No Regular Cabotaje;225;141;40,5
2024;AEP - SDE;;No Regular Cabotaje;104,5;95;40,5
2025;AEP - SDE;;No Regular Cabotaje;99;29;31
2023;AEP - SDE;;Regular Cabotaje;55,5;85;0,5
2023;AEP - SDQ;;Av. Gral Internacional;8;0;1
2022;AEP - SFB;;No Regular Internacional;13;0;1
2022;AEP - SFN;;Av. Gral Cabotaje;237,5;742;34,5
2023;AEP - SFN;;Av. Gral Cabotaje;153,5;913;29,5
2024;AEP - SFN;;Av. Gral Cabotaje;94;192;11
2025;AEP - SFN;;Av. Gral Cabotaje;50,5;567;15,5
2022;AEP - SFN;;No Regular Cabotaje;26,5;567;15
2023;AEP - SFN;;No Regular Cabotaje;64;477;26
2024;AEP - SFN;;No Regular Cabotaje;34;189;10
2025;AEP - SFN;;No Regular Cabotaje;67;378;24
2022;AEP - SFN;;Regular Cabotaje;0,5;48;0,5
2022;AEP - SID;;Av. Gral Internacional;12;0;3
2022;AEP - SID;;No Regular Internacional;5;0;3
2023;AEP - SID;;No Regular Internacional;3;;1
2024;AEP - SID;;No Regular Internacional;2;;1
2025;AEP - SID;;No Regular Internacional;3;;2
2023;AEP - SJK;;Av. Gral Internacional;0;;1
2024;AEP - SJK;;Av. Gral Internacional;0;0;1
2023;AEP - SJK;;No Regular Internacional;0;;2
2024;AEP - SJK;;No Regular Internacional;0;0;2
2025;AEP - SJU;;No Regular Internacional;4;0;1
2022;AEP - SLA;;Av. Gral Cabotaje;247;174;59,5
2023;AEP - SLA;;Av. Gral Cabotaje;280;231;54
2024;AEP - SLA;;Av. Gral Cabotaje;217,5;153;34
2025;AEP - SLA;;Av. Gral Cabotaje;281;242;33,5
2022;AEP - SLA;;No Regular Cabotaje;165,5;95;40
2023;AEP - SLA;;No Regular Cabotaje;166,5;194;48,5
2024;AEP - SLA;;No Regular Cabotaje;119,5;284;28
2025;AEP - SLA;;No Regular Cabotaje;104,5;0;22
2022;AEP - SLA;;Regular Cabotaje;179,5;189;1
2023;AEP - SSA;;Av. Gral Internacional;7;0;1
2023;AEP - SSA;;No Regular Internacional;7;0;1
2022;AEP - SST;;Av. Gral Cabotaje;12,5;37;2
2024;AEP - SST;;Av. Gral Cabotaje;1,5;;0,5
2022;AEP - SST;;No Regular Cabotaje;2;;1
2023;AEP - SXM;;Av. Gral Internacional;7;;1
2024;AEP - SXM;;No Regular Internacional;2;0;1
2022;AEP - TDL;;Av. Gral Cabotaje;144;327;6
2023;AEP - TDL;;Av. Gral Cabotaje;110,5;266;15,5
2024;AEP - TDL;;Av. Gral Cabotaje;68;63;9,5
2025;AEP - TDL;;Av. Gral Cabotaje;337;465;21,5
2022;AEP - TDL;;No Regular Cabotaje;4;0;1,5
2023;AEP - TDL;;No Regular Cabotaje;19,5;0;3
2025;AEP - TDL;;No Regular Cabotaje;12,5;163;2,5
2024;AEP - TDL;;Regular Cabotaje;0;0;0,5
2025;AEP - TDL;;Regular Cabotaje;50,5;66;1,5
2023;AEP - TEB;;No Regular Internacional;5;;1
2024;AEP - TEB;;No Regular Internacional;15;;2
2022;AEP - TFS;;No Regular Internacional;2;0;1
2025;AEP - TFS;;No Regular Internacional;7;;2
2022;AEP - TTG;;Av. Gral Cabotaje;0;0;0,5
2025;AEP - TTG;;Av. Gral Cabotaje;61;88;2,5
2022;AEP - TTG;;No Regular Cabotaje;2,5;0;0,5
2024;AEP - TTG;;No Regular Cabotaje;0;0;0,5
2022;AEP - TUC;;Av. Gral Cabotaje;965,5;917;192
2023;AEP - TUC;;Av. Gral Cabotaje;529;405;126
2024;AEP - TUC;;Av. Gral Cabotaje;258;300;42,5
2025;AEP - TUC;;Av. Gral Cabotaje;264,5;141;48
2022;AEP - TUC;;No Regular Cabotaje;341,5;148;90
2023;AEP - TUC;;No Regular Cabotaje;172,5;104;50,5
2024;AEP - TUC;;No Regular Cabotaje;98,5;14;31
2025;AEP - TUC;;No Regular Cabotaje;80,5;189;24
2022;AEP - UAQ;;Av. Gral Cabotaje;192;347;14
2023;AEP - UAQ;;Av. Gral Cabotaje;76,5;0;7
2024;AEP - UAQ;;Av. Gral Cabotaje;114,5;98;7
2025;AEP - UAQ;;Av. Gral Cabotaje;35,5;0;7,5
2022;AEP - UAQ;;No Regular Cabotaje;37;0;13
2023;AEP - UAQ;;No Regular Cabotaje;105;161;20,5
2024;AEP - UAQ;;No Regular Cabotaje;7;0;5
2025;AEP - UAQ;;No Regular Cabotaje;8,5;0;4,5
2022;AEP - UIO;;No Regular Internacional;9;0;1
2022;AEP - ULA;;Av. Gral Cabotaje;84;141;1,5
2024;AEP - ULA;;Av. Gral Cabotaje;3;0;1
2024;AEP - ULA;;No Regular Cabotaje;3;0;0,5
2025;AEP - ULA;;No Regular Cabotaje;2;0;0,5
2022;AEP - USH;;Av. Gral Cabotaje;136,5;98;7,5
2023;AEP - USH;;Av. Gral Cabotaje;71,5;141;5,5
2024;AEP - USH;;Av. Gral Cabotaje;18;0;1,5
2025;AEP - USH;;Av. Gral Cabotaje;120;185;6
2022;AEP - USH;;No Regular Cabotaje;23,5;0;5
2023;AEP - USH;;No Regular Cabotaje;11;0;4,5
2024;AEP - USH;;No Regular Cabotaje;8;0;3
2025;AEP - USH;;No Regular Cabotaje;17;95;3
2024;AEP - USH;;Regular Cabotaje;81,5;85;0,5
2023;AEP - UYU;;No Regular Internacional;5;0;1
2025;AEP - UZU;;Av. Gral Cabotaje;0;0;0,5
2025;AEP - VCP;;No Regular Internacional;0;0;1
2022;AEP - VDM;;Av. Gral Cabotaje;13;9;4,5
2023;AEP - VDM;;Av. Gral Cabotaje;14,5;5;2,5
2024;AEP - VDM;;Av. Gral Cabotaje;2,5;0;1
2025;AEP - VDM;;Av. Gral Cabotaje;15;0;5
2022;AEP - VDM;;No Regular Cabotaje;13,5;19;10,5
2023;AEP - VDM;;No Regular Cabotaje;26,5;79;10
2024;AEP - VDM;;No Regular Cabotaje;10,5;9;3
2025;AEP - VDM;;No Regular Cabotaje;14;0;3,5
2023;AEP - VDM;;Regular Cabotaje;718,5;816;8,5
2023;AEP - VDR;;No Regular Cabotaje;2,5;0;0,5
2022;AEP - VLC;;No Regular Internacional;3;0;1
2022;AEP - VLG;;Av. Gral Cabotaje;7;60;4
2023;AEP - VLG;;Av. Gral Cabotaje;92;180;12
2025;AEP - VLG;;Av. Gral Cabotaje;4;0;1
2022;AEP - VLG;;No Regular Cabotaje;1,5;;0,5
2023;AEP - VLG;;No Regular Cabotaje;6,5;269;2,5
2025;AEP - VLG;;No Regular Cabotaje;7;0;4
2023;AEP - VLG;;Regular Cabotaje;5,5;10;0,5
2022;AEP - VMA;;Av. Gral Cabotaje;8;0;3
2023;AEP - VMA;;Av. Gral Cabotaje;24,5;0;8,5
2024;AEP - VMA;;Av. Gral Cabotaje;7,5;0;2
2025;AEP - VMA;;Av. Gral Cabotaje;7;0;3
2022;AEP - VMA;;No Regular Cabotaje;7,5;0;2,5
2023;AEP - VMA;;No Regular Cabotaje;12,5;0;5
2024;AEP - VMA;;No Regular Cabotaje;15;0;3
2025;AEP - VMA;;No Regular Cabotaje;13;10;4,5
2022;AEP - VME;;Av. Gral Cabotaje;419;819;16,5
2023;AEP - VME;;Av. Gral Cabotaje;28;350;10
2024;AEP - VME;;Av. Gral Cabotaje;81,5;167;7,5
2025;AEP - VME;;Av. Gral Cabotaje;16;0;9,5
2022;AEP - VME;;No Regular Cabotaje;68;103;2,5
2023;AEP - VME;;No Regular Cabotaje;0,5;0;0,5
2025;AEP - VME;;No Regular Cabotaje;1;0;1,5
2025;AEP - VME;;Regular Cabotaje;0,5;0;0,5
2022;AEP - VVI;;Av. Gral Internacional;66;282;2
2023;AEP - VVI;;Av. Gral Internacional;6;0;3
2025;AEP - VVI;;Av. Gral Internacional;0;0;3
2025;AEP - VVI;;No Regular Internacional;0;0;2
2022;AFA - AFA;;Av. Gral Cabotaje;14,5;0;2860,5
2023;AFA - AFA;;Av. Gral Cabotaje;3;0;2754,5
2024;AFA - AFA;;Av. Gral Cabotaje;41;0;3373,5
2025;AFA - AFA;;Av. Gral Cabotaje;79,5;48;4159,5
2022;AFA - AFA;;No Regular Cabotaje;21;0;43,5
2023;AFA - AFA;;No Regular Cabotaje;0;0;94,5
2024;AFA - AFA;;No Regular Cabotaje;0;0;202,5
2025;AFA - AFA;;No Regular Cabotaje;0;0;11
2023;AFA - AFA;;Regular Cabotaje;0;0;0,5
2022;AFA - APZ;;Av. Gral Cabotaje;0;0;0,5
2023;AFA - APZ;;No Regular Cabotaje;0;;1
2023;AFA - BHI;;Av. Gral Cabotaje;0;;0,5
2024;AFA - BHI;;Av. Gral Cabotaje;0;;0,5
2023;AFA - BRC;;Av. Gral Cabotaje;2,5;0;2,5
2025;AFA - BRC;;Av. Gral Cabotaje;0;;0,5
2023;AFA - BRC;;No Regular Cabotaje;0;0;0,5
2024;AFA - BRC;;Regular Cabotaje;89,5;95;0,5
2022;AFA - CNQ;;Av. Gral Cabotaje;3,5;;0,5
2023;AFA - CNQ;;Av. Gral Cabotaje;1,5;;0,5
2022;AFA - COR;;Av. Gral Cabotaje;3;0;6,5
2023;AFA - COR;;Av. Gral Cabotaje;0;0;2
2024;AFA - COR;;Av. Gral Cabotaje;0,5;;2
2025;AFA - COR;;Av. Gral Cabotaje;13;0;43,5
2022;AFA - COR;;No Regular Cabotaje;0;0;1
2023;AFA - COR;;No Regular Cabotaje;0;;0,5
2025;AFA - COR;;No Regular Cabotaje;3;0;2
2022;AFA - CPC;;Av. Gral Cabotaje;2;;0,5
2024;AFA - CPC;;Av. Gral Cabotaje;1,5;;1,5
2025;AFA - CPC;;Av. Gral Cabotaje;0;;0,5
2024;AFA - CPC;;No Regular Cabotaje;0;;0,5
2022;AFA - CRD;;Av. Gral Cabotaje;5;;0,5
2022;AFA - CTC;;Av. Gral Cabotaje;35;;6,5
2024;AFA - CTC;;Av. Gral Cabotaje;0;;1
2024;AFA - CUT;;Av. Gral Cabotaje;0;;0,5
2025;AFA - CUT;;Av. Gral Cabotaje;0;93;1,5
2022;AFA - ENO;;Av. Gral Cabotaje;0;0;0,5
2022;AFA - EPA;;Av. Gral Cabotaje;1;;0,5
2022;AFA - EQS;;Av. Gral Cabotaje;0;0;0,5
2024;AFA - EQS;;No Regular Cabotaje;3,5;0;0,5
2022;AFA - EZE;;Av. Gral Cabotaje;2;;1
2024;AFA - EZE;;Av. Gral Cabotaje;1,5;0;0,5
2022;AFA - EZE;;No Regular Cabotaje;0;;1
2024;AFA - EZE;;No Regular Cabotaje;6;0;1,5
2022;AFA - EZE;;Regular Cabotaje;36,5;48;0,5
2022;AFA - FDO;;Av. Gral Cabotaje;16;0;8
2023;AFA - FDO;;Av. Gral Cabotaje;34;0;8,5
2024;AFA - FDO;;Av. Gral Cabotaje;33;11;16
2025;AFA - FDO;;Av. Gral Cabotaje;21;0;16,5
2022;AFA - FDO;;No Regular Cabotaje;22,5;0;9
2023;AFA - FDO;;No Regular Cabotaje;31,5;7;5,5
2024;AFA - FDO;;No Regular Cabotaje;6;0;3
2025;AFA - FDO;;No Regular Cabotaje;6,5;0;3,5
2022;AFA - GNR;;No Regular Cabotaje;0;;1
2022;AFA - GPO;;Av. Gral Cabotaje;0;0;5
2023;AFA - GPO;;Av. Gral Cabotaje;1;0;17,5
2024;AFA - GPO;;Av. Gral Cabotaje;4;0;77
2025;AFA - GPO;;Av. Gral Cabotaje;3;0;32,5
2022;AFA - GPO;;No Regular Cabotaje;1,5;0;1,5
2023;AFA - GPO;;No Regular Cabotaje;0;0;1,5
2024;AFA - GPO;;No Regular Cabotaje;0;0;10
2025;AFA - GPO;;No Regular Cabotaje;0;0;2
2024;AFA - HOS;;Av. Gral Cabotaje;0;0;0,5
2025;AFA - HOS;;Av. Gral Cabotaje;0;;1
2022;AFA - IRJ;;Av. Gral Cabotaje;0;;0,5
2023;AFA - IRJ;;Av. Gral Cabotaje;0;0;0,5
2024;AFA - IRJ;;Av. Gral Cabotaje;3;0;1,5
2024;AFA - IRJ;;No Regular Cabotaje;1;;0,5
2024;AFA - LCM;;Av. Gral Cabotaje;0;0;0,5
2025;AFA - LCM;;Av. Gral Cabotaje;0;0;1
2023;AFA - LCM;;No Regular Cabotaje;0,5;0;0,5
2022;AFA - LGS;;Av. Gral Cabotaje;11,5;0;52
2023;AFA - LGS;;Av. Gral Cabotaje;14;0;95
2024;AFA - LGS;;Av. Gral Cabotaje;5;0;370
2025;AFA - LGS;;Av. Gral Cabotaje;6;96;223,5
2022;AFA - LGS;;No Regular Cabotaje;0;0;4,5
2023;AFA - LGS;;No Regular Cabotaje;0;0;3
2024;AFA - LGS;;No Regular Cabotaje;2;0;45
2025;AFA - LGS;;No Regular Cabotaje;0;48;1,5
2022;AFA - LPG;;Av. Gral Cabotaje;2;;1
2022;AFA - LPG;;No Regular Cabotaje;1,5;;0,5
2022;AFA - LUQ;;Av. Gral Cabotaje;0;0;7
2023;AFA - LUQ;;Av. Gral Cabotaje;0,5;0;7,5
2024;AFA - LUQ;;Av. Gral Cabotaje;1,5;0;32
2025;AFA - LUQ;;Av. Gral Cabotaje;2;0;28
2022;AFA - LUQ;;No Regular Cabotaje;0;0;2
2024;AFA - LUQ;;No Regular Cabotaje;1,5;0;7
2025;AFA - LUQ;;No Regular Cabotaje;0;;1,5
2022;AFA - MDZ;;Av. Gral Cabotaje;35;284;87,5
2023;AFA - MDZ;;Av. Gral Cabotaje;11,5;0;114
